symbol,direction,scenario_id,scenario_name,entry_price,stop_loss,take_profit,issued_at_tehran,status,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
ETH-USDT,LONG,S2,تیر نقره‌ای (Silver Arrow),2482.98000000,2393.25702000,2590.64757600,2026-08-22 01:13:25,OPEN,,,,,10.00,,"❌ ghoodat-e kandel 15m: BS15=0.149 [>= 0.6];✅ ghoodat-e kandel 5m: BS5=0.715 [>= 0.6];✅ rawand EMA 1h: EMA21=2393.43, EMA50=2308.27;✅ rawand EMA 4h: EMA21=2238.47, EMA50=2089.21, EMA200=1939.27;❌ RSI 30m: RSI=76.12;✅ MACD 30m: MACD_hist=5.8423;❌ vorud-e hoshmand poolback: ghimat=2482.9800 EMA=2420.8841 RSI=76.1 BS15=0.149;✅ ADX: ADX=30.43 [>22], DI+=331.91, DI-=177.05;❌ CCI obruz az 0: CCI=231.77 [eshba-e kharid];✅ SAR: SAR=2436.0346, gimat=2482.9800;❌ Stochastic cross: K=86.83 [eshba-e kharid];❌ rad EMA: bedun rad;❌ test-e moqavemat: bedun test;❌ poolback: bedun poolback;✅ Double Top/Bottom: ologhu=DoubleTop;✅ filter-e ranj: faseleh EMA=0.0159 [>0.005];✅ filter-e ranj-e tarkibi: diff=0.0159, ADX=30.43, mode=AND -> OK"
ETH-USDT,LONG,S3,الماس فیلسوف (Diamond Mind),2482.98000000,2393.25702000,2590.64757600,2026-08-22 01:13:26,OPEN,,,,,10.00,,"❌ ghoodat-e kandel 15m: BS15=0.149 [>= 0.6];✅ ghoodat-e kandel 5m: BS5=0.715 [>= 0.6];✅ rawand EMA 1h: EMA21=2393.43, EMA50=2308.27;✅ rawand EMA 4h: EMA21=2238.47, EMA50=2089.21, EMA200=1939.27;❌ RSI 30m: RSI=76.12;✅ MACD 30m: MACD_hist=5.8423;❌ vorud-e hoshmand poolback: ghimat=2482.9800 EMA=2420.8841 RSI=76.1 BS15=0.149;✅ ADX: ADX=30.43 [>22], DI+=331.91, DI-=177.05;❌ CCI obruz az 0: CCI=231.77 [eshba-e kharid];✅ SAR: SAR=2436.0346, gimat=2482.9800;❌ Stochastic cross: K=86.83 [eshba-e kharid];❌ rad EMA: bedun rad;❌ test-e moqavemat: bedun test;❌ poolback: bedun poolback;✅ Double Top/Bottom: ologhu=DoubleTop;✅ filter-e ranj: faseleh EMA=0.0159 [>0.005];✅ filter-e ranj-e tarkibi: diff=0.0159, ADX=30.43, mode=AND -> OK"
BNB-USDT,LONG,S2,تیر نقره‌ای (Silver Arrow),679.87200000,671.11512800,690.38024640,2026-08-22 01:13:26,OPEN,,,,,10.00,,"❌ ghoodat-e kandel 15m: BS15=0.319 [>= 0.6];✅ ghoodat-e kandel 5m: BS5=0.736 [>= 0.6];✅ rawand EMA 1h: EMA21=671.72, EMA50=656.14;✅ rawand EMA 4h: EMA21=645.82, EMA50=627.00, EMA200=598.95;✅ RSI 30m: RSI=58.57;❌ MACD 30m: MACD_hist=-0.5767;❌ vorud-e hoshmand poolback: ghimat=679.8720 EMA=676.6674 RSI=58.6 BS15=0.319;✅ ADX: ADX=89.77 [>22], DI+=565.20, DI-=30.45;❌ CCI obruz az 0: CCI=112.09 [eshba-e kharid];✅ SAR: SAR=675.9296, gimat=679.8720;❌ Stochastic cross: K=72.95 D=24.32;❌ rad EMA: bedun rad;❌ test-e moqavemat: bedun test;✅ poolback: poolback tashkhis dadeh shod;✅ Double Top/Bottom: ologhu=DoubleTop;✅ filter-e ranj: faseleh EMA=0.0108 [>0.005];✅ filter-e ranj-e tarkibi: diff=0.0108, ADX=89.77, mode=AND -> OK"
BNB-USDT,LONG,S3,الماس فیلسوف (Diamond Mind),679.87200000,671.11512800,690.38024640,2026-08-22 01:13:26,OPEN,,,,,10.00,,"❌ ghoodat-e kandel 15m: BS15=0.319 [>= 0.6];✅ ghoodat-e kandel 5m: BS5=0.736 [>= 0.6];✅ rawand EMA 1h: EMA21=671.72, EMA50=656.14;✅ rawand EMA 4h: EMA21=645.82, EMA50=627.00, EMA200=598.95;✅ RSI 30m: RSI=58.57;❌ MACD 30m: MACD_hist=-0.5767;❌ vorud-e hoshmand poolback: ghimat=679.8720 EMA=676.6674 RSI=58.6 BS15=0.319;✅ ADX: ADX=89.77 [>22], DI+=565.20, DI-=30.45;❌ CCI obruz az 0: CCI=112.09 [eshba-e kharid];✅ SAR: SAR=675.9296, gimat=679.8720;❌ Stochastic cross: K=72.95 D=24.32;❌ rad EMA: bedun rad;❌ test-e moqavemat: bedun test;✅ poolback: poolback tashkhis dadeh shod;✅ Double Top/Bottom: ologhu=DoubleTop;✅ filter-e ranj: faseleh EMA=0.0108 [>0.005];✅ filter-e ranj-e tarkibi: diff=0.0108, ADX=89.77, mode=AND -> OK"
SOL-USDT,LONG,S3,الماس فیلسوف (Diamond Mind),92.98000000,90.02702000,96.52357600,2026-08-22 01:13:27,OPEN,,,,,10.00,,"❌ ghoodat-e kandel 15m: BS15=0.381 [>= 0.6];❌ ghoodat-e kandel 5m: BS5=0.846 [khayli bala - ehtemal-e payan-e harakat];✅ rawand EMA 1h: EMA21=90.75, EMA50=88.05;✅ rawand EMA 4h: EMA21=85.86, EMA50=81.45, EMA200=77.39;❌ RSI 30m: RSI=66.81;✅ MACD 30m: MACD_hist=0.0508;❌ vorud-e hoshmand poolback: ghimat=92.9800 EMA=91.5553 RSI=66.8 BS15=0.381;✅ ADX: ADX=23.46 [>22], DI+=353.54, DI-=219.19;❌ CCI obruz az 0: CCI=214.29 [eshba-e kharid];✅ SAR: SAR=91.6878, gimat=92.9800;❌ Stochastic cross: K=97.61 [eshba-e kharid];❌ rad EMA: bedun rad;❌ test-e moqavemat: bedun test;❌ poolback: bedun poolback;✅ Double Top/Bottom: ologhu=DoubleTop;✅ filter-e ranj: faseleh EMA=0.0133 [>0.005];✅ filter-e ranj-e tarkibi: diff=0.0133, ADX=23.46, mode=AND -> OK"
XRP-USDT,LONG,S2,تیر نقره‌ای (Silver Arrow),1.40501000,1.36086499,1.45798401,2026-08-22 01:13:27,OPEN,,,,,10.00,,"❌ ghoodat-e kandel 15m: BS15=0.956 [khayli bala - ehtemal-e payan-e harakat];❌ ghoodat-e kandel 5m: BS5=0.882 [khayli bala - ehtemal-e payan-e harakat];✅ rawand EMA 1h: EMA21=1.36, EMA50=1.27;✅ rawand EMA 4h: EMA21=1.22, EMA50=1.12, EMA200=1.08;✅ RSI 30m: RSI=60.22;❌ MACD 30m: MACD_hist=-0.0038;❌ vorud-e hoshmand poolback: ghimat=1.4050 EMA=1.3820 RSI=60.2 BS15=0.956;✅ ADX: ADX=85.43 [>22], DI+=649.00, DI-=51.00;✅ CCI obruz az 0: CCI=68.88;✅ SAR: SAR=1.3733, gimat=1.4050;❌ Stochastic cross: K=73.51 D=24.50;❌ rad EMA: bedun rad;❌ test-e moqavemat: bedun test;❌ poolback: bedun poolback;✅ Double Top/Bottom: ologhu=DoubleBottom;✅ filter-e ranj: faseleh EMA=0.0286 [>0.005];✅ filter-e ranj-e tarkibi: diff=0.0286, ADX=85.43, mode=AND -> OK"
XRP-USDT,LONG,S3,الماس فیلسوف (Diamond Mind),1.40501000,1.36086499,1.45798401,2026-08-22 01:13:32,OPEN,,,,,10.00,,"❌ ghoodat-e kandel 15m: BS15=0.956 [khayli bala - ehtemal-e payan-e harakat];❌ ghoodat-e kandel 5m: BS5=0.882 [khayli bala - ehtemal-e payan-e harakat];✅ rawand EMA 1h: EMA21=1.36, EMA50=1.27;✅ rawand EMA 4h: EMA21=1.22, EMA50=1.12, EMA200=1.08;✅ RSI 30m: RSI=60.22;❌ MACD 30m: MACD_hist=-0.0038;❌ vorud-e hoshmand poolback: ghimat=1.4050 EMA=1.3820 RSI=60.2 BS15=0.956;✅ ADX: ADX=85.43 [>22], DI+=649.00, DI-=51.00;✅ CCI obruz az 0: CCI=68.88;✅ SAR: SAR=1.3733, gimat=1.4050;❌ Stochastic cross: K=73.51 D=24.50;❌ rad EMA: bedun rad;❌ test-e moqavemat: bedun test;❌ poolback: bedun poolback;✅ Double Top/Bottom: ologhu=DoubleBottom;✅ filter-e ranj: faseleh EMA=0.0286 [>0.005];✅ filter-e ranj-e tarkibi: diff=0.0286, ADX=85.43, mode=AND -> OK"
XRP-USDT,LONG,B1,موج تند (Fast Wave),1.40501000,1.36086499,1.44915501,2026-08-22 01:13:32,OPEN,,,,,10.00,,"❌ ghoodat-e kandel 15m: BS15=0.956 [khayli bala - ehtemal-e payan-e harakat];❌ ghoodat-e kandel 5m: BS5=0.882 [khayli bala - ehtemal-e payan-e harakat];✅ rawand EMA 1h: EMA21=1.36, EMA50=1.27;✅ rawand EMA 4h: EMA21=1.22, EMA50=1.12, EMA200=1.08;✅ RSI 30m: RSI=60.22;❌ MACD 30m: MACD_hist=-0.0038;❌ vorud-e hoshmand poolback: ghimat=1.4050 EMA=1.3820 RSI=60.2 BS15=0.956;✅ ADX: ADX=85.43 [>22], DI+=649.00, DI-=51.00;✅ CCI obruz az 0: CCI=68.88;✅ SAR: SAR=1.3733, gimat=1.4050;❌ Stochastic cross: K=73.51 D=24.50;❌ rad EMA: bedun rad;❌ test-e moqavemat: bedun test;❌ poolback: bedun poolback;✅ Double Top/Bottom: ologhu=DoubleBottom;✅ filter-e ranj: faseleh EMA=0.0286 [>0.005];✅ filter-e ranj-e tarkibi: diff=0.0286, ADX=85.43, mode=OR -> OK"
XRP-USDT,LONG,B2,سپر فولادی (Steel Shield),1.40501000,1.36086499,1.44915501,2026-08-22 01:13:32,OPEN,,,,,10.00,,"❌ ghoodat-e kandel 15m: BS15=0.956 [khayli bala - ehtemal-e payan-e harakat];❌ ghoodat-e kandel 5m: BS5=0.882 [khayli bala - ehtemal-e payan-e harakat];✅ rawand EMA 1h: EMA21=1.36, EMA50=1.27;✅ rawand EMA 4h: EMA21=1.22, EMA50=1.12, EMA200=1.08;✅ RSI 30m: RSI=60.22;❌ MACD 30m: MACD_hist=-0.0038;❌ vorud-e hoshmand poolback: ghimat=1.4050 EMA=1.3820 RSI=60.2 BS15=0.956;✅ ADX: ADX=85.43 [>22], DI+=649.00, DI-=51.00;✅ CCI obruz az 0: CCI=68.88;✅ SAR: SAR=1.3733, gimat=1.4050;❌ Stochastic cross: K=73.51 D=24.50;❌ rad EMA: bedun rad;❌ test-e moqavemat: bedun test;❌ poolback: bedun poolback;✅ Double Top/Bottom: ologhu=DoubleBottom;✅ filter-e ranj: faseleh EMA=0.0286 [>0.005];✅ filter-e ranj-e tarkibi: diff=0.0286, ADX=85.43, mode=OR -> OK"
XAUT-USDT,LONG,S2,تیر نقره‌ای (Silver Arrow),4584.59000000,4574.92541000,4596.18750800,2026-08-22 01:13:33,OPEN,,,,,10.00,,"❌ ghoodat-e kandel 15m: BS15=0.996 [khayli bala - ehtemal-e payan-e harakat];❌ ghoodat-e kandel 5m: BS5=0.996 [khayli bala - ehtemal-e payan-e harakat];✅ rawand EMA 1h: EMA21=4563.36, EMA50=4519.63;✅ rawand EMA 4h: EMA21=4494.18, EMA50=4428.92, EMA200=4250.36;✅ RSI 30m: RSI=55.19;❌ MACD 30m: MACD_hist=-3.6733;❌ vorud-e hoshmand poolback: ghimat=4584.5900 EMA=4582.3436 RSI=55.2 BS15=0.996;❌ ADX: ADX=18.28 [>22], DI+=495.02, DI-=342.03;✅ CCI obruz az 0: CCI=-7.75;✅ SAR: SAR=4579.5210, gimat=4584.5900;✅ Stochastic cross: K=40.13 D=13.38;❌ rad EMA: bedun rad;❌ test-e moqavemat: bedun test;✅ poolback: poolback tashkhis dadeh shod;✅ Double Top/Bottom: ologhu=DoubleTop;✅ filter-e ranj: faseleh EMA=0.0057 [>0.005];✅ filter-e ranj-e tarkibi: diff=0.0057, ADX=18.28, mode=AND -> OK"
