symbol,direction,scenario_id,scenario_name,entry_price,stop_loss,take_profit,issued_at_tehran,status,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
DOGE-USDT,SHORT,S2,تیر نقره‌ای (Silver Arrow),0.06989000,0.07028967,0.06941040,2026-08-16 00:25:13,TP_HIT,2026-08-17 01:10:00,0.06941040,0.020000,0.048622,10.00,0.6862,"❌ ghoodat-e kandel 15m: BS15=1.000 [khayli bala - ehtemal-e payan-e harakat];❌ ghoodat-e kandel 5m: BS5=1.000 [khayli bala - ehtemal-e payan-e harakat];✅ rawand EMA 1h: EMA21=0.07, EMA50=0.07;✅ rawand EMA 4h: EMA21=0.07, EMA50=0.07, EMA200=0.07;✅ RSI 30m: RSI=44.16;❌ MACD 30m: MACD_hist=-0.0000;❌ vorud-e hoshmand poolback: ghimat=0.0699 EMA=0.0700 RSI=44.2 BS15=1.000;✅ ADX: ADX=90.70 [>22], DI+=32.18, DI-=659.77;✅ CCI obruz az 0: CCI=-84.57;✅ SAR: SAR=0.0699, gimat=0.0699;❌ Stochastic cross: K=41.67 D=13.89;✅ rad EMA: rad EMA tashkhis dadeh shod;❌ test-e moqavemat: bedun test;✅ poolback: poolback tashkhis dadeh shod;✅ Double Top/Bottom: ologhu=DoubleTop;❌ filter-e ranj: faseleh EMA=0.0004 [>0.005];✅ filter-e ranj-e tarkibi: diff=0.0004, ADX=90.70, mode=AND -> OK"
DOGE-USDT,SHORT,S3,الماس فیلسوف (Diamond Mind),0.06989000,0.07028967,0.06941040,2026-08-16 00:25:14,TP_HIT,2026-08-17 01:10:00,0.06941040,0.020000,0.048622,10.00,0.6862,"❌ ghoodat-e kandel 15m: BS15=1.000 [khayli bala - ehtemal-e payan-e harakat];❌ ghoodat-e kandel 5m: BS5=1.000 [khayli bala - ehtemal-e payan-e harakat];✅ rawand EMA 1h: EMA21=0.07, EMA50=0.07;✅ rawand EMA 4h: EMA21=0.07, EMA50=0.07, EMA200=0.07;✅ RSI 30m: RSI=44.16;❌ MACD 30m: MACD_hist=-0.0000;❌ vorud-e hoshmand poolback: ghimat=0.0699 EMA=0.0700 RSI=44.2 BS15=1.000;✅ ADX: ADX=90.70 [>22], DI+=32.18, DI-=659.77;✅ CCI obruz az 0: CCI=-84.57;✅ SAR: SAR=0.0699, gimat=0.0699;❌ Stochastic cross: K=41.67 D=13.89;✅ rad EMA: rad EMA tashkhis dadeh shod;❌ test-e moqavemat: bedun test;✅ poolback: poolback tashkhis dadeh shod;✅ Double Top/Bottom: ologhu=DoubleTop;❌ filter-e ranj: faseleh EMA=0.0004 [>0.005];✅ filter-e ranj-e tarkibi: diff=0.0004, ADX=90.70, mode=AND -> OK"
DOGE-USDT,SHORT,B1,موج تند (Fast Wave),0.06989000,0.07028967,0.06949033,2026-08-16 00:25:14,TP_HIT,2026-08-17 01:10:00,0.06949033,0.020000,0.037186,10.00,0.5719,"❌ ghoodat-e kandel 15m: BS15=1.000 [khayli bala - ehtemal-e payan-e harakat];❌ ghoodat-e kandel 5m: BS5=1.000 [khayli bala - ehtemal-e payan-e harakat];✅ rawand EMA 1h: EMA21=0.07, EMA50=0.07;✅ rawand EMA 4h: EMA21=0.07, EMA50=0.07, EMA200=0.07;✅ RSI 30m: RSI=44.16;❌ MACD 30m: MACD_hist=-0.0000;❌ vorud-e hoshmand poolback: ghimat=0.0699 EMA=0.0700 RSI=44.2 BS15=1.000;✅ ADX: ADX=90.70 [>22], DI+=32.18, DI-=659.77;✅ CCI obruz az 0: CCI=-84.57;✅ SAR: SAR=0.0699, gimat=0.0699;❌ Stochastic cross: K=41.67 D=13.89;✅ rad EMA: rad EMA tashkhis dadeh shod;❌ test-e moqavemat: bedun test;✅ poolback: poolback tashkhis dadeh shod;✅ Double Top/Bottom: ologhu=DoubleTop;❌ filter-e ranj: faseleh EMA=0.0004 [>0.005];❌ filter-e ranj-e tarkibi: diff=0.0004, ADX=90.70, mode=OR -> RAD"
DOGE-USDT,SHORT,B2,سپر فولادی (Steel Shield),0.06989000,0.07028967,0.06949033,2026-08-16 00:25:15,TP_HIT,2026-08-17 01:10:00,0.06949033,0.020000,0.037186,10.00,0.5719,"❌ ghoodat-e kandel 15m: BS15=1.000 [khayli bala - ehtemal-e payan-e harakat];❌ ghoodat-e kandel 5m: BS5=1.000 [khayli bala - ehtemal-e payan-e harakat];✅ rawand EMA 1h: EMA21=0.07, EMA50=0.07;✅ rawand EMA 4h: EMA21=0.07, EMA50=0.07, EMA200=0.07;✅ RSI 30m: RSI=44.16;❌ MACD 30m: MACD_hist=-0.0000;❌ vorud-e hoshmand poolback: ghimat=0.0699 EMA=0.0700 RSI=44.2 BS15=1.000;✅ ADX: ADX=90.70 [>22], DI+=32.18, DI-=659.77;✅ CCI obruz az 0: CCI=-84.57;✅ SAR: SAR=0.0699, gimat=0.0699;❌ Stochastic cross: K=41.67 D=13.89;✅ rad EMA: rad EMA tashkhis dadeh shod;❌ test-e moqavemat: bedun test;✅ poolback: poolback tashkhis dadeh shod;✅ Double Top/Bottom: ologhu=DoubleTop;❌ filter-e ranj: faseleh EMA=0.0004 [>0.005];❌ filter-e ranj-e tarkibi: diff=0.0004, ADX=90.70, mode=OR -> RAD"
LINK-USDT,LONG,S2,تیر نقره‌ای (Silver Arrow),9.57480000,9.48442520,9.68324976,2026-08-16 00:25:16,STOP_HIT,2026-08-16 02:55:00,9.48442520,0.020000,-0.114388,10.00,-0.9439,"❌ ghoodat-e kandel 15m: BS15=0.508 [>= 0.6];❌ ghoodat-e kandel 5m: BS5=1.000 [khayli bala - ehtemal-e payan-e harakat];✅ rawand EMA 1h: EMA21=9.41, EMA50=9.19;✅ rawand EMA 4h: EMA21=9.08, EMA50=8.77, EMA200=8.40;✅ RSI 30m: RSI=63.49;❌ MACD 30m: MACD_hist=-0.0038;❌ vorud-e hoshmand poolback: ghimat=9.5748 EMA=9.5059 RSI=63.5 BS15=0.508;❌ ADX: ADX=36.26 [>22], DI+=217.33, DI-=464.60;✅ CCI obruz az 0: CCI=72.40;✅ SAR: SAR=9.5520, gimat=9.5748;❌ Stochastic cross: K=72.96 D=24.32;❌ rad EMA: bedun rad;❌ test-e moqavemat: bedun test;✅ poolback: poolback tashkhis dadeh shod;✅ Double Top/Bottom: ologhu=DoubleTop;✅ filter-e ranj: faseleh EMA=0.0149 [>0.005];✅ filter-e ranj-e tarkibi: diff=0.0149, ADX=36.26, mode=AND -> OK"
LINK-USDT,LONG,S3,الماس فیلسوف (Diamond Mind),9.57480000,9.48442520,9.68324976,2026-08-16 00:25:16,STOP_HIT,2026-08-16 02:55:00,9.48442520,0.020000,-0.114388,10.00,-0.9439,"❌ ghoodat-e kandel 15m: BS15=0.508 [>= 0.6];❌ ghoodat-e kandel 5m: BS5=1.000 [khayli bala - ehtemal-e payan-e harakat];✅ rawand EMA 1h: EMA21=9.41, EMA50=9.19;✅ rawand EMA 4h: EMA21=9.08, EMA50=8.77, EMA200=8.40;✅ RSI 30m: RSI=63.49;❌ MACD 30m: MACD_hist=-0.0038;❌ vorud-e hoshmand poolback: ghimat=9.5748 EMA=9.5059 RSI=63.5 BS15=0.508;❌ ADX: ADX=36.26 [>22], DI+=217.33, DI-=464.60;✅ CCI obruz az 0: CCI=72.40;✅ SAR: SAR=9.5520, gimat=9.5748;❌ Stochastic cross: K=72.96 D=24.32;❌ rad EMA: bedun rad;❌ test-e moqavemat: bedun test;✅ poolback: poolback tashkhis dadeh shod;✅ Double Top/Bottom: ologhu=DoubleTop;✅ filter-e ranj: faseleh EMA=0.0149 [>0.005];✅ filter-e ranj-e tarkibi: diff=0.0149, ADX=36.26, mode=AND -> OK"
FIL-USDT,SHORT,S2,تیر نقره‌ای (Silver Arrow),0.67680000,0.68103040,0.67172352,2026-08-16 07:40:59,STOP_HIT,2026-08-16 13:17:00,0.68103040,0.020000,-0.082506,10.00,-0.6251,"✅ ghoodat-e kandel 15m: BS15=0.762 [>= 0.6];✅ ghoodat-e kandel 5m: BS5=0.688 [>= 0.6];✅ rawand EMA 1h: EMA21=0.68, EMA50=0.68;✅ rawand EMA 4h: EMA21=0.68, EMA50=0.69, EMA200=0.72;✅ RSI 30m: RSI=36.18;❌ MACD 30m: MACD_hist=-0.0003;❌ vorud-e hoshmand poolback: ghimat=0.6768 EMA=0.6807 RSI=36.2 BS15=0.762;✅ ADX: ADX=28.86 [>22], DI+=286.49, DI-=518.92;✅ CCI obruz az 0: CCI=-52.81;✅ SAR: SAR=0.6770, gimat=0.6768;❌ Stochastic cross: K=29.27 D=9.76;❌ rad EMA: bedun rad;❌ test-e moqavemat: bedun test;✅ poolback: poolback tashkhis dadeh shod;✅ Double Top/Bottom: ologhu=DoubleTop;❌ filter-e ranj: faseleh EMA=0.0039 [>0.005];✅ filter-e ranj-e tarkibi: diff=0.0039, ADX=28.86, mode=AND -> OK"
FIL-USDT,SHORT,B1,موج تند (Fast Wave),0.67680000,0.68103040,0.67256960,2026-08-16 07:40:59,STOP_HIT,2026-08-16 13:17:00,0.68103040,0.020000,-0.082506,10.00,-0.6251,"✅ ghoodat-e kandel 15m: BS15=0.762 [>= 0.48];✅ ghoodat-e kandel 5m: BS5=0.688 [>= 0.48];✅ rawand EMA 1h: EMA21=0.68, EMA50=0.68;✅ rawand EMA 4h: EMA21=0.68, EMA50=0.69, EMA200=0.72;✅ RSI 30m: RSI=36.18;❌ MACD 30m: MACD_hist=-0.0003;❌ vorud-e hoshmand poolback: ghimat=0.6768 EMA=0.6807 RSI=36.2 BS15=0.762;✅ ADX: ADX=28.86 [>22], DI+=286.49, DI-=518.92;✅ CCI obruz az 0: CCI=-52.81;✅ SAR: SAR=0.6770, gimat=0.6768;❌ Stochastic cross: K=29.27 D=9.76;❌ rad EMA: bedun rad;❌ test-e moqavemat: bedun test;✅ poolback: poolback tashkhis dadeh shod;✅ Double Top/Bottom: ologhu=DoubleTop;❌ filter-e ranj: faseleh EMA=0.0039 [>0.005];✅ filter-e ranj-e tarkibi: diff=0.0039, ADX=28.86, mode=OR -> OK"
SEI-USDT,SHORT,S2,تیر نقره‌ای (Silver Arrow),0.03987000,0.04001961,0.03969047,2026-08-16 07:41:00,STOP_HIT,2026-08-16 11:23:00,0.04001961,0.020000,-0.057524,10.00,-0.3752,"❌ ghoodat-e kandel 15m: BS15=0.500 [>= 0.6];❌ ghoodat-e kandel 5m: BS5=0.000 [>= 0.6];✅ rawand EMA 1h: EMA21=0.04, EMA50=0.04;✅ rawand EMA 4h: EMA21=0.04, EMA50=0.04, EMA200=0.04;✅ RSI 30m: RSI=47.60;❌ MACD 30m: MACD_hist=0.0000;❌ vorud-e hoshmand poolback: ghimat=0.0399 EMA=0.0399 RSI=47.6 BS15=0.500;✅ ADX: ADX=22.22 [>22], DI+=267.76, DI-=420.77;✅ CCI obruz az 0: CCI=-3.98;❌ SAR: SAR=0.0398, gimat=0.0399;❌ Stochastic cross: K=63.93 D=21.31;✅ rad EMA: rad EMA tashkhis dadeh shod;❌ test-e moqavemat: bedun test;✅ poolback: poolback tashkhis dadeh shod;✅ Double Top/Bottom: ologhu=DoubleTop;❌ filter-e ranj: faseleh EMA=0.0029 [>0.005];✅ filter-e ranj-e tarkibi: diff=0.0029, ADX=22.22, mode=AND -> OK"
TIA-USDT,SHORT,S3,الماس فیلسوف (Diamond Mind),0.29970000,0.30289910,0.29586108,2026-08-16 07:41:00,STOP_HIT,2026-08-16 14:57:00,0.30289910,0.020000,-0.126743,10.00,-1.0674,"❌ ghoodat-e kandel 15m: BS15=0.000 [>= 0.6];❌ ghoodat-e kandel 5m: BS5=0.000 [>= 0.6];✅ rawand EMA 1h: EMA21=0.30, EMA50=0.31;✅ rawand EMA 4h: EMA21=0.31, EMA50=0.31, EMA200=0.34;❌ RSI 30m: RSI=31.51;❌ MACD 30m: MACD_hist=-0.0001;❌ vorud-e hoshmand poolback: ghimat=0.2997 EMA=0.3018 RSI=31.5 BS15=0.000;✅ ADX: ADX=36.17 [>22], DI+=257.67, DI-=549.69;✅ CCI obruz az 0: CCI=-90.03;✅ SAR: SAR=0.3001, gimat=0.2997;❌ Stochastic cross: K=14.71 [eshba-e foroosh];❌ rad EMA: bedun rad;❌ test-e moqavemat: bedun test;✅ poolback: poolback tashkhis dadeh shod;✅ Double Top/Bottom: ologhu=DoubleTop;✅ filter-e ranj: faseleh EMA=0.0064 [>0.005];✅ filter-e ranj-e tarkibi: diff=0.0064, ADX=36.17, mode=AND -> OK"
