signal_id,issued_at_tehran,candle_close_tehran,symbol,direction,scenario_id,entry_price,stop_loss,take_profit,exit_mode,exit_param,sl_atr_mult,cm_candles,atr,entry_candle_ts,position_size_usd,risk_pct,reason,status,exit_price,exit_time_tehran,exit_reason,pnl_usd,return_pct,fee_usd,r_multiple,be_armed,be_price,be_armed_at_tehran,telegram_message_id,settle_message_id,last_check_ts,notes
F1-AVAX-USDT-20260924-1200,2026-09-24 12:00:00,2026-09-24 12:00:00,AVAX-USDT,SHORT,F1,10.1700000000,10.5463674150,9.7292651699,FIXED,,1.5,144,0.1815782767,1790238600,10.00,3.7008,Khosro rule-book v1 | SHORT conf=55.0 | ساختار روند همسو (EMA20<50<200)؛ قیمت زیر EMA20؛ RSI=39 در ناحیه سالم؛ مومنتوم 12h: -0.5%,OPEN,,,,,,,,0,,,5080,,1790364000,2026-09-24 12:00:00|SIGNAL|entry=10.1700000000
F1-BNB-USDT-20260924-1200,2026-09-24 12:00:00,2026-09-24 12:00:00,BNB-USDT,LONG,F1,770.1330000000,767.4811140754,792.6057718492,FIXED,,1.5,144,5.5832572831,1790238600,10.00,0.3443,Khosro rule-book v1 | LONG conf=60.0 | قیمت بالای EMA20؛ RSI=53 در ناحیه سالم؛ مومنتوم MACD همسو و در حال تقویت؛ مومنتوم 12h: +1.0%؛ جهش حجم معاملات (×1.44),SL_HIT,767.4811140754,2026-09-24 12:20:00,SL,-0.054434,-0.3443,0.020000,-1.0000,0,,,5081,5083,1790240340,2026-09-24 12:00:00|SIGNAL|entry=770.1330000000 || 2026-09-24 12:20:00|SETTLE_SL|exit=767.4811140754;pnl=-0.054434
F1-BTC-USDT-20260924-1200,2026-09-24 12:00:00,2026-09-24 12:00:00,BTC-USDT,SHORT,F1,83784.5000000000,85233.5852619825,83090.1294760349,FIXED,,1.5,144,476.3235079884,1790238600,10.00,1.7295,Khosro rule-book v1 | SHORT conf=45.0 | ساختار روند همسو (EMA20<50<200)؛ قیمت زیر EMA20؛ RSI=47 در ناحیه سالم,OPEN,,,,,,,,0,,,5082,,1790364000,2026-09-24 12:00:00|SIGNAL|entry=83784.5000000000
F1-ETH-USDT-20260924-1230,2026-09-24 12:30:00,2026-09-24 12:30:00,ETH-USDT,SHORT,F1,2667.8600000000,2699.9025791802,2608.0648416397,FIXED,,1.5,144,20.4083861201,1790240400,10.00,1.2011,Khosro rule-book v1 | SHORT conf=55.0 | ساختار روند همسو (EMA20<50<200)؛ قیمت زیر EMA20؛ RSI=39 در ناحیه سالم؛ مومنتوم 12h: -0.1%,SL_HIT,2699.9025791802,2026-09-24 23:21:00,SL,-0.140106,-1.2011,0.020000,-1.0000,0,,,5084,5085,1790281080,2026-09-24 12:30:00|SIGNAL|entry=2667.8600000000 || 2026-09-24 23:21:00|SETTLE_SL|exit=2699.9025791802;pnl=-0.140106
