signal_id,issued_at_tehran,candle_close_tehran,symbol,direction,scenario_id,entry_price,stop_loss,take_profit,exit_mode,exit_param,sl_atr_mult,cm_candles,atr,entry_candle_ts,position_size_usd,risk_pct,reason,status,exit_price,exit_time_tehran,exit_reason,pnl_usd,return_pct,fee_usd,r_multiple,be_armed,be_price,be_armed_at_tehran,telegram_message_id,settle_message_id,last_check_ts,notes
F4-INJ-USDT-20260916-1800,2026-09-16 18:00:00,2026-09-16 18:00:00,INJ-USDT,SHORT,F4,5.3720000000,5.4889878359,,BK,arm=1.0,2.5,288,0.0467951344,1789569000,10.00,2.1777,افت BTC=4.7% (≥3.5%) و افت نماد=12.6% (≥8%)؛ بازگشت به EMA21 و کندل رد شدن نزولی,BE_HIT,5.4090000000,2026-09-17 01:55:00,BE,-0.088876,-0.6888,0.020000,-0.3163,1,5.3612560000,2026-09-16 22:58:00,4965,4968,1789598340,2026-09-16 18:00:00|SIGNAL|entry=5.3720000000 || 2026-09-16 22:58:00|BE_ARMED|5.3612560000 || 2026-09-17 01:55:00|SETTLE_BE|exit=5.4090000000;pnl=-0.088876
F4-OP-USDT-20260916-1800,2026-09-16 18:00:00,2026-09-16 18:00:00,OP-USDT,SHORT,F4,0.0929000000,0.0954111236,,BK,arm=1.0,2.5,288,0.0010044494,1789569000,10.00,2.7030,افت BTC=4.7% (≥3.5%) و افت نماد=8.9% (≥8%)؛ بازگشت به EMA21 و کندل رد شدن نزولی,SL_HIT,0.0973000000,2026-09-17 12:01:00,SL,-0.493628,-4.7363,0.020000,-1.7522,0,,,4966,4970,1789633740,2026-09-16 18:00:00|SIGNAL|entry=0.0929000000 || 2026-09-17 12:01:00|SETTLE_SL|exit=0.0973000000;pnl=-0.493628
