signal_id,issued_at_tehran,candle_close_tehran,symbol,direction,scenario_id,entry_price,stop_loss,take_profit,exit_mode,exit_param,sl_atr_mult,cm_candles,atr,entry_candle_ts,position_size_usd,risk_pct,reason,status,exit_price,exit_time_tehran,exit_reason,pnl_usd,return_pct,fee_usd,r_multiple,be_armed,be_price,be_armed_at_tehran,telegram_message_id,settle_message_id,last_check_ts,notes
F3-FIL-USDT-20260912-1930,2026-09-12 19:30:00,2026-09-12 19:30:00,FIL-USDT,LONG,F3,0.8103000000,0.8000658757,,TRAIL,5.0,2.5,432,0.0040936497,1789228800,10.00,1.2630,روند صعودی: شیب EMA50 در 24 کندل = 1.20% (≥1.2%)؛ لمس EMA21 و کلوز صعودی بالای آن,OPEN,,,,,,,,0,,,4959,,,2026-09-12 19:30:00|SIGNAL|entry=0.8103000000
