signal_id,issued_at_tehran,candle_close_tehran,symbol,direction,scenario_id,entry_price,stop_loss,take_profit,exit_mode,exit_param,sl_atr_mult,cm_candles,atr,entry_candle_ts,position_size_usd,risk_pct,reason,status,exit_price,exit_time_tehran,exit_reason,pnl_usd,return_pct,fee_usd,r_multiple,be_armed,be_price,be_armed_at_tehran,telegram_message_id,settle_message_id,last_check_ts,notes
F3-ADA-USDT-20260919-1930,2026-09-19 19:30:00,2026-09-19 19:30:00,ADA-USDT,LONG,F3,0.2280000000,0.2232769470,,TRAIL,5.0,2.5,432,0.0018892212,1789833600,10.00,2.0715,روند صعودی: شیب EMA50 در 24 کندل = 1.53% (≥1.2%)؛ لمس EMA21 و کلوز صعودی بالای آن,TRAIL_HIT,0.2195000000,2026-09-20 11:57:00,TRAIL,-0.392807,-3.7281,0.020000,-1.7997,0,,,4988,4996,1789892940,2026-09-19 19:30:00|SIGNAL|entry=0.2280000000 || 2026-09-20 11:57:00|SETTLE_SL|exit=0.2195000000;pnl=-0.392807
F3-ATOM-USDT-20260919-1930,2026-09-19 19:30:00,2026-09-19 19:30:00,ATOM-USDT,LONG,F3,1.7342000000,1.6906365435,,TRAIL,5.0,2.5,432,0.0174253826,1789833600,10.00,2.5120,روند صعودی: شیب EMA50 در 24 کندل = 1.71% (≥1.2%)؛ لمس EMA21 و کلوز صعودی بالای آن,TRAIL_HIT,1.6906000000,2026-09-20 12:01:00,TRAIL,-0.271413,-2.5141,0.020000,-1.0008,0,,,4989,4997,1789892940,2026-09-19 19:30:00|SIGNAL|entry=1.7342000000 || 2026-09-20 12:01:00|SETTLE_SL|exit=1.6906000000;pnl=-0.271413
F3-INJ-USDT-20260919-1930,2026-09-19 19:30:00,2026-09-19 19:30:00,INJ-USDT,LONG,F3,7.5320000000,7.1582153956,,TRAIL,5.0,2.5,432,0.1495138418,1789833600,10.00,4.9626,روند صعودی: شیب EMA50 در 24 کندل = 9.32% (≥1.2%)؛ لمس EMA21 و کلوز صعودی بالای آن,OPEN,,,,,,,,0,,,4990,,1790324940,2026-09-19 19:30:00|SIGNAL|entry=7.5320000000
