signal_id,issued_at_tehran,candle_close_tehran,symbol,direction,scenario_id,entry_price,stop_loss,take_profit,exit_mode,exit_param,sl_atr_mult,cm_candles,atr,entry_candle_ts,position_size_usd,risk_pct,reason,status,exit_price,exit_time_tehran,exit_reason,pnl_usd,return_pct,fee_usd,r_multiple,be_armed,be_price,be_armed_at_tehran,telegram_message_id,settle_message_id,last_check_ts,notes
F1-AVAX-USDT-20260926-1200,2026-09-26 12:00:00,2026-09-26 12:00:00,AVAX-USDT,LONG,F1,10.7230000000,10.4570390966,11.1799218069,FIXED,,1.5,144,0.1606406023,1790411400,10.00,2.4803,Khosro rule-book v1 | LONG conf=62.0 | ساختار روند همسو (EMA20>50>200)؛ قیمت بالای EMA20؛ RSI=59 در ناحیه سالم؛ مومنتوم 12h: +2.3%,OPEN,,,,,,,,0,,,5090,,,2026-09-26 12:00:00|SIGNAL|entry=10.7230000000
