signal_id,issued_at_tehran,candle_close_tehran,symbol,direction,scenario_id,entry_price,stop_loss,take_profit,exit_mode,exit_param,sl_atr_mult,cm_candles,atr,entry_candle_ts,position_size_usd,risk_pct,reason,status,exit_price,exit_time_tehran,exit_reason,pnl_usd,return_pct,fee_usd,r_multiple,be_armed,be_price,be_armed_at_tehran,telegram_message_id,settle_message_id,last_check_ts,notes
F3-FIL-USDT-20260918-1630,2026-09-18 16:30:00,2026-09-18 16:30:00,FIL-USDT,LONG,F3,0.8649000000,0.8423418631,,TRAIL,5.0,2.5,432,0.0090232547,1789736400,10.00,2.6082,روند صعودی: شیب EMA50 در 24 کندل = 3.49% (≥1.2%)؛ لمس EMA21 و کلوز صعودی بالای آن,OPEN,,,,,,,,0,,,4982,,1789820940,2026-09-18 16:30:00|SIGNAL|entry=0.8649000000
F3-LTC-USDT-20260918-1630,2026-09-18 16:30:00,2026-09-18 16:30:00,LTC-USDT,LONG,F3,55.1900000000,54.3809837549,,TRAIL,5.0,2.5,432,0.3236064980,1789736400,10.00,1.4659,روند صعودی: شیب EMA50 در 24 کندل = 2.37% (≥1.2%)؛ لمس EMA21 و کلوز صعودی بالای آن,OPEN,,,,,,,,0,,,4983,,1789820940,2026-09-18 16:30:00|SIGNAL|entry=55.1900000000
